date,benefits_order,sales_order,department_percentage,department_list,benefits,sales,customer_region,total,region_percentage,order_item_total,order_item_profit_ratio,department_list.1,customer_segment,customer_segment_total
2017-02-11,-140,200,,,,,,,,,,,,
2017-02-12,-3259999847,200,,,,,,,,,,,,
2017-02-12,6898000336,1499600067,,,,,,,,,,,,
2017-02-13,-1181000042,1875,,,,,,,,,,,,
2017-02-13,525,1875,,,,,,,,,,,,
2017-02-13,9187999725,1875,,,,,,,,,,,,
2017-02-14,2969000053,2375500031,,,,,,,,,,,,
2017-02-14,7369999695,1535500031,,,,,,,,,,,,
2017-02-14,-7919000244,3959599915,,,,,,,,,,,,
2017-02-14,3484999847,1244599991,,,,,,,,,,,,
2017-02-14,7408999634,2849500122,,,,,,,,,,,,
2017-02-15,1499900055,4999500122,,,,,,,,,,,,
2017-02-15,-1880999947,4949500122,,,,,,,,,,,,
2017-02-15,1406399994,4849500122,,,,,,,,,,,,
2017-02-16,36,4799500122,,,,,,,,,,,,
2017-02-17,1799799957,4799500122,,,,,,,,,,,,
2017-02-17,-7836699829,4749500122,,,,,,,,,,,,
2017-02-17,1994799957,4749500122,,,,,,,,,,,,
2017-02-17,-2699700012,4499599915,,,,,,,,,,,,
2017-02-17,-225,4499599915,,,,,,,,,,,,
2017-02-17,5906000137,3374599915,,,,,,,,,,,,
2017-02-18,1409799957,2999500122,,,,,,,,,,,,
2017-02-18,8166000366,2969500122,,,,,,,,,,,,
2017-02-18,1840999985,2969500122,,,,,,,,,,,,
2017-02-18,3322000122,2939500122,,,,,,,,,,,,
2017-02-18,2530999947,2909500122,,,,,,,,,,,,
2017-02-18,-2398600006,2879500122,,,,,,,,,,,,
2017-02-19,-1558999939,2834500122,,,,,,,,,,,,
2017-02-19,4002000046,8698999786,,,,,,,,,,,,
2017-02-20,4459000015,1273899994,,,,,,,,,,,,
2017-02-20,5795999908,1182900009,,,,,,,,,,,,
2017-02-21,3042000008,1169899979,,,,,,,,,,,,
2017-02-21,2460000038,4918999863,,,,,,,,,,,,
2017-02-21,4888000107,1039899979,,,,,,,,,,,,
2017-02-21,0,296980011,,,,,,,,,,,,
2017-02-21,9554000092,293980011,,,,,,,,,,,,
2017-02-21,-5058000183,2528800049,,,,,,,,,,,,
2017-02-22,1208300018,447519989,,,,,,,,,,,,
2017-02-22,2504000092,2503500061,,,,,,,,,,,,
2017-02-22,2126399994,443,,,,,,,,,,,,
2017-02-23,6868000031,2452899933,,,,,,,,,,,,
2017-02-23,1358300018,4339599915,,,,,,,,,,,,
2017-02-23,7808000183,2402400055,,,,,,,,,,,,
2017-02-23,5953499756,14175,,,,,,,,,,,,
2017-02-24,2136000061,4271799927,,,,,,,,,,,,
2017-02-24,2135899963,4271799927,,,,,,,,,,,,
2017-02-24,5579999924,1395,,,,,,,,,,,,
2017-02-24,1261200027,4203999939,,,,,,,,,,,,
2017-02-24,6900000095,2301199951,,,,,,,,,,,,
2017-02-24,-2776700134,4113599854,,,,,,,,,,,,
2017-02-24,1058600006,2301199951,,,,,,,,,,,,
2017-02-25,86,1365,,,,,,,,,,,,
2017-02-25,1952799988,4068399963,,,,,,,,,,,,
2017-02-25,2276000023,2275899963,,,,,,,,,,,,
2017-02-27,1805899963,384230011,,,,,,,,,,,,
2017-02-27,1010299988,2149499969,,,,,,,,,,,,
2017-02-28,1188499985,3797099915,,,,,,,,,,,,
2017-02-28,6086999893,2098899994,,,,,,,,,,,,
2017-02-28,7345999908,2098899994,,,,,,,,,,,,
2017-02-28,3988000107,2098899994,,,,,,,,,,,,
2017-03-01,1779199982,3706700134,,,,,,,,,,,,
2017-03-01,1297400055,3706700134,,,,,,,,,,,,
2017-03-01,6220999908,2073600006,,,,,,,,,,,,
2017-03-01,90,1200,,,,,,,,,,,,
2017-03-01,1186600037,3390299988,,,,,,,,,,,,
2017-03-02,4157999878,9899899902,,,,,,,,,,,,
2017-03-03,8619999886,7838999939,,,,,,,,,,,,
2017-03-03,1634000015,5218999863,,,,,,,,,,,,
2017-03-03,1252999973,4318999863,,,,,,,,,,,,
2017-03-03,2592000008,9598999786,,,,,,,,,,,,
2017-03-03,-1357999992,9498999786,,,,,,,,,,,,
2017-03-03,1003999996,4184000015,,,,,,,,,,,,
2017-03-03,1080000019,8998999786,,,,,,,,,,,,
2017-03-03,1671999931,8798999786,,,,,,,,,,,,
2017-03-04,2885000038,1282200012,,,,,,,,,,,,
2017-03-04,1339100037,2789700012,,,,,,,,,,,,
2017-03-04,7916000366,2729700012,,,,,,,,,,,,
2017-03-04,1911000061,2729700012,,,,,,,,,,,,
2017-03-05,1077000046,1709700012,,,,,,,,,,,,
2017-03-05,-2845299988,1673699951,,,,,,,,,,,,
2017-03-06,6968000031,1583699951,,,,,,,,,,,,
2017-03-06,7480000019,1187699966,,,,,,,,,,,,
2017-03-06,1102999973,735,,,,,,,,,,,,
2017-03-06,-248199997,132,,,,,,,,,,,,
2017-03-06,33,132,,,,,,,,,,,,
2017-03-07,3654000092,1305,,,,,,,,,,,,
2017-03-07,-7637000275,9958000183,,,,,,,,,,,,
2017-03-08,8760000229,9958000183,,,,,,,,,,,,
2017-03-08,3636999893,7422000122,,,,,,,,,,,,
2017-03-08,1812999916,4029000092,,,,,,,,,,,,
2017-03-09,-1298999977,2279600067,,,,,,,,,,,,
2017-03-09,7404000092,2039700012,,,,,,,,,,,,
2017-03-09,90,200,,,,,,,,,,,,
2017-03-09,-2190000057,1567599945,,,,,,,,,,,,
2017-03-09,8505000305,189,,,,,,,,,,,,
2017-03-10,3039999962,7997000122,,,,,,,,,,,,
2017-03-10,-2667900085,3639599915,,,,,,,,,,,,
2017-03-10,6479000092,2399600067,,,,,,,,,,,,
2017-03-12,8362000275,2303600006,,,,,,,,,,,,
2017-03-12,7408999634,2279600067,,,,,,,,,,,,
2017-03-12,9297000122,2267599945,,,,,,,,,,,,
2017-03-12,7055999756,2087700043,,,,,,,,,,,,
2017-03-12,96,200,,,,,,,,,,,,
2017-03-13,-1451300049,198,,,,,,,,,,,,
2017-03-13,45,1551600037,,,,,,,,,,,,
2017-03-13,5109000015,1511600037,,,,,,,,,,,,
2017-03-13,3125,1115999985,,,,,,,,,,,,
2017-03-14,-459,170,,,,,,,,,,,,
2017-03-14,-248,160,,,,,,,,,,,,
2017-03-15,1319999981,150,,,,,,,,,,,,
2017-03-16,4629000092,9445999908,,,,,,,,,,,,
2017-03-17,1821399994,3959599915,,,,,,,,,,,,
2017-03-17,-2614400024,3919599915,,,,,,,,,,,,
2017-03-17,1785800018,3799599915,,,,,,,,,,,,
2017-03-17,1674199982,3639599915,,,,,,,,,,,,
2017-03-18,-7666999817,3599599915,,,,,,,,,,,,
2017-03-18,1654199982,3519599915,,,,,,,,,,,,
2017-03-18,-8201000214,3519599915,,,,,,,,,,,,
2017-03-18,9179000092,3399700012,,,,,,,,,,,,
2017-03-18,4056000137,1247900009,,,,,,,,,,,,
2017-03-18,4118000031,1247900009,,,,,,,,,,,,
2017-03-19,2736000061,5699000168,,,,,,,,,,,,
2017-03-19,2605999947,1234899979,,,,,,,,,,,,
2017-03-19,3247999954,1234899979,,,,,,,,,,,,
2017-03-20,3581000137,1234899979,,,,,,,,,,,,
2017-03-21,1025100021,2050299988,,,,,,,,,,,,
2017-03-21,1543999958,1234899979,,,,,,,,,,,,
2017-03-21,4570000172,1234899979,,,,,,,,,,,,
2017-03-21,6175,1234899979,,,,,,,,,,,,
2017-03-22,3865000153,1234899979,,,,,,,,,,,,
2017-03-22,1425,5699000168,,,,,,,,,,,,
2017-03-22,-6170000076,1234899979,,,,,,,,,,,,
2017-03-22,2012999916,1234899979,,,,,,,,,,,,
2017-03-22,5434000015,1234899979,,,,,,,,,,,,
2017-03-22,4361000061,4361000061,,,,,,,,,,,,
2017-03-23,4299000168,1228399963,,,,,,,,,,,,
2017-03-23,1984000015,5668999863,,,,,,,,,,,,
2017-03-23,5404999924,1228399963,,,,,,,,,,,,
2017-03-24,-1842599945,1228399963,,,,,,,,,,,,
2017-03-24,3991999817,1228399963,,,,,,,,,,,,
2017-03-25,4152000046,1228399963,,,,,,,,,,,,
2017-03-25,9210000038,1228399963,,,,,,,,,,,,
2017-03-26,1227999973,1228399963,,,,,,,,,,,,
2017-03-26,3684999847,1228399963,,,,,,,,,,,,
2017-03-26,6045000076,1208899994,,,,,,,,,,,,
2017-03-27,-2937999916,1208899994,,,,,,,,,,,,
2017-03-27,1510999966,1208899994,,,,,,,,,,,,
2017-03-27,-1057799988,1208899994,,,,,,,,,,,,
2017-03-27,7286000061,2007100067,,,,,,,,,,,,
2017-03-28,2678000069,5579000092,,,,,,,,,,,,
2017-03-28,3179000092,1208899994,,,,,,,,,,,,
2017-03-28,7619999886,1208899994,,,,,,,,,,,,
2017-03-28,628199997,2007100067,,,,,,,,,,,,
2017-03-28,-1873800049,1208899994,,,,,,,,,,,,
2017-04-01,3143000031,1208899994,,,,,,,,,,,,
2017-04-02,-1405,2007100067,,,,,,,,,,,,
2017-04-02,3777000046,4291799927,,,,,,,,,,,,
2017-04-03,-1934299927,1208899994,,,,,,,,,,,,
2017-04-04,7626999664,2007100067,,,,,,,,,,,,
2017-04-04,1209000015,1208899994,,,,,,,,,,,,
2017-04-05,3263999939,1208899994,,,,,,,,,,,,
2017-04-05,2484000015,1182900009,,,,,,,,,,,,
2017-04-06,6170000076,5459000015,,,,,,,,,,,,
2017-04-06,9401999664,1918699951,,,,,,,,,,,,
2017-04-06,225,225,,,,,,,,,,,,
2017-04-07,1539999962,220,,,,,,,,,,,,
2017-04-07,5218999863,1739600067,,,,,,,,,,,,
2017-04-07,8498000336,1699600067,,,,,,,,,,,,
2017-04-07,6573000336,210,,,,,,,,,,,,
2017-04-07,7013999939,2075,,,,,,,,,,,,
2017-04-07,5602999878,2075,,,,,,,,,,,,
2017-04-07,1286999989,2075,,,,,,,,,,,,
2017-04-08,6416999817,205,,,,,,,,,,,,
2017-04-08,1004499969,205,,,,,,,,,,,,
2017-04-08,7175,205,,,,,,,,,,,,
2017-04-08,7259999847,200,,,,,,,,,,,,
2017-04-09,6748000336,1499600067,,,,,,,,,,,,
2017-04-09,2119000053,1875,,,,,,,,,,,,
2017-04-09,5997999954,1249499969,,,,,,,,,,,,
2017-04-10,3561000061,1186999969,,,,,,,,,,,,
2017-04-11,3990999985,1180800018,,,,,,,,,,,,
2017-04-11,2327000046,7434999847,,,,,,,,,,,,
2017-04-11,3088999939,6716000366,,,,,,,,,,,,
2017-04-11,1140999985,1311600037,,,,,,,,,,,,
2017-04-11,5397999954,1199599991,,,,,,,,,,,,
2017-04-11,8215000153,1867100067,,,,,,,,,,,,
2017-04-11,6648999786,4749500122,,,,,,,,,,,,
2017-04-12,8098999786,2999500122,,,,,,,,,,,,
2017-04-12,5477000046,1659600067,,,,,,,,,,,,
2017-04-12,-265,200,,,,,,,,,,,,
2017-04-12,5115999985,1967599945,,,,,,,,,,,,
2017-04-12,8548999786,2849500122,,,,,,,,,,,,
2017-04-12,5913000107,1749499969,,,,,,,,,,,,
2017-04-12,8413999939,4949500122,,,,,,,,,,,,
2017-04-12,6583000183,1371499939,,,,,,,,,,,,
2017-04-12,4311999893,4899500122,,,,,,,,,,,,
2017-04-13,2424799957,4849500122,,,,,,,,,,,,
2017-04-13,-1154199982,4849500122,,,,,,,,,,,,
2017-04-13,1091100006,4849500122,,,,,,,,,,,,
2017-04-13,5243999863,1551499939,,,,,,,,,,,,
2017-04-13,9600000381,4799500122,,,,,,,,,,,,
2017-04-13,2303800049,4799500122,,,,,,,,,,,,
2017-04-14,4179999924,4749500122,,,,,,,,,,,,
2017-04-14,475,4749500122,,,,,,,,,,,,
2017-04-14,2184799957,4749500122,,,,,,,,,,,,
2017-04-14,-981000042,1661999969,,,,,,,,,,,,
2017-04-15,8266000366,1653300018,,,,,,,,,,,,
2017-04-15,1743600006,4649500122,,,,,,,,,,,,
2017-04-15,1592299957,4549500122,,,,,,,,,,,,
2017-04-15,4997000122,1019800034,,,,,,,,,,,,
2017-04-15,4690999985,1019800034,,,,,,,,,,,,
2017-04-16,3236000061,9958000183,,,,,,,,,,,,
2017-04-18,3684999847,9958000183,,,,,,,,,,,,
2017-04-18,4979000092,9958000183,,,,,,,,,,,,
2017-04-18,35,100,,,,,,,,,,,,
2017-04-19,43,100,,,,,,,,,,,,
2017-04-19,0,99,,,,,,,,,,,,
2017-04-19,2177000046,7918000031,,,,,,,,,,,,
2017-04-20,1096000004,97,,,,,,,,,,,,
2017-04-20,4127999878,96,,,,,,,,,,,,
2017-04-20,2687000084,7677999878,,,,,,,,,,,,
2017-04-20,3418999863,7598000336,,,,,,,,,,,,
2017-04-21,3570999908,7598000336,,,,,,,,,,,,
2017-04-21,1188000011,95,,,,,,,,,,,,
2017-04-21,1852000046,1323000031,,,,,,,,,,,,
2017-04-21,1744000053,465,,,,,,,,,,,,
2017-04-22,3022999954,93,,,,,,,,,,,,
2017-04-23,-16275,93,,,,,,,,,,,,
2017-04-23,2460000038,7277999878,,,,,,,,,,,,
2017-04-24,3599000168,7198000336,,,,,,,,,,,,
2017-04-24,1712999916,7198000336,,,,,,,,,,,,
2017-04-24,4140000153,90,,,,,,,,,,,,
2017-04-24,2338999939,7198000336,,,,,,,,,,,,
2017-04-25,2142000008,90,,,,,,,,,,,,
2017-04-25,2817000008,90,,,,,,,,,,,,
2017-04-26,-1147000027,7037999725,,,,,,,,,,,,
2017-04-26,2904000092,88,,,,,,,,,,,,
2017-04-26,2348999977,87,,,,,,,,,,,,
2017-04-27,1912999916,85,,,,,,,,,,,,
2017-04-27,596999979,6637999725,,,,,,,,,,,,
2017-04-27,7210000038,6558000183,,,,,,,,,,,,
2017-04-27,2163999939,6558000183,,,,,,,,,,,,
2017-04-28,-9050000191,6558000183,,,,,,,,,,,,
2017-04-28,721999979,82,,,,,,,,,,,,
2017-04-28,3759999847,80,,,,,,,,,,,,
2017-05-01,3679999924,80,,,,,,,,,,,,
2017-05-01,1620000076,5999000168,,,,,,,,,,,,
2017-05-02,2759000015,5999000168,,,,,,,,,,,,
2017-05-02,1275,75,,,,,,,,,,,,
2017-05-03,19,6334000015,,,,,,,,,,,,
2017-05-03,1369999981,4722999954,,,,,,,,,,,,
2017-05-03,1582999992,3597999954,,,,,,,,,,,,
2017-05-04,2644000053,8445999908,,,,,,,,,,,,
2017-05-04,-4588999939,2622000122,,,,,,,,,,,,
2017-05-04,1032399979,2458099976,,,,,,,,,,,,
2017-05-04,8194000244,32775,,,,,,,,,,,,
2017-05-05,2434000015,3244700012,,,,,,,,,,,,
2017-05-05,-3629999924,3212000122,,,,,,,,,,,,
2017-05-05,1112699966,3179200134,,,,,,,,,,,,
2017-05-05,1142099991,3146400146,,,,,,,,,,,,
2017-05-06,-7130000305,3113599854,,,,,,,,,,,,
2017-05-06,3716999817,3097200012,,,,,,,,,,,,
2017-05-06,1463099976,3048099976,,,,,,,,,,,,
2017-05-06,7455999756,29825,,,,,,,,,,,,
2017-05-06,59,294980011,,,,,,,,,,,,
2017-05-07,8363999939,2884200134,,,,,,,,,,,,
2017-05-07,1368699951,2851400146,,,,,,,,,,,,
2017-05-08,2088999939,2785899963,,,,,,,,,,,,
2017-05-08,-5506000137,2753099976,,,,,,,,,,,,
2017-05-08,3618000031,2720299988,,,,,,,,,,,,
2017-05-09,1316900024,2687600098,,,,,,,,,,,,
2017-05-09,9176999664,2622000122,,,,,,,,,,,,
2017-05-09,-1639600067,2458099976,,,,,,,,,,,,
2017-05-10,1442100067,32775,,,,,,,,,,,,
2017-05-11,3245000076,3244700012,,,,,,,,,,,,
2017-05-11,9315000153,3212000122,,,,,,,,,,,,
2017-05-12,7948000336,3179200134,,,,,,,,,,,,
2017-05-12,1006800003,3146400146,,,,,,,,,,,,
2017-05-13,1494499969,3113599854,,,,,,,,,,,,
2017-05-14,8052999878,3097200012,,,,,,,,,,,,
2017-05-14,-3475,3048099976,,,,,,,,,,,,
2017-05-15,1461399994,29825,,,,,,,,,,,,
2017-05-15,2212000084,294980011,,,,,,,,,,,,
2017-05-16,-4470499878,2884200134,,,,,,,,,,,,
2017-05-16,1069300003,2851400146,,,,,,,,,,,,
2017-05-17,-4596700134,2785899963,,,,,,,,,,,,
2017-05-17,-6193999863,2753099976,,,,,,,,,,,,
2017-05-17,1115299988,2720299988,,,,,,,,,,,,
2017-05-17,1316900024,2687600098,,,,,,,,,,,,
2017-05-17,8522000122,2622000122,,,,,,,,,,,,
2017-05-17,6390999985,2458099976,,,,,,,,,,,,
2017-05-18,-273019989,32775,,,,,,,,,,,,
2017-05-18,-2595799866,3244700012,,,,,,,,,,,,
2017-05-18,2023999977,3212000122,,,,,,,,,,,,
2017-05-18,1112699966,3179200134,,,,,,,,,,,,
2017-05-19,0,3146400146,,,,,,,,,,,,
2017-05-20,9745999908,3113599854,,,,,,,,,,,,
2017-05-20,898199997,3097200012,,,,,,,,,,,,
2017-05-20,8534999847,3048099976,,,,,,,,,,,,
2017-05-21,1252699966,29825,,,,,,,,,,,,
2017-05-21,9144000244,294980011,,,,,,,,,,,,
2017-05-21,7787000275,2884200134,,,,,,,,,,,,
2017-05-22,8269000244,2851400146,,,,,,,,,,,,
2017-05-22,6965000153,2785899963,,,,,,,,,,,,
2017-05-22,1348999939,2753099976,,,,,,,,,,,,
2017-05-23,-1993999939,2720299988,,,,,,,,,,,,
2017-05-24,-215,2687600098,,,,,,,,,,,,
2017-05-24,820699997,2622000122,,,,,,,,,,,,
2017-05-24,7694000244,2458099976,,,,,,,,,,,,
2017-05-24,-540789978,32775,,,,,,,,,,,,
2017-05-24,-1460099945,3244700012,,,,,,,,,,,,
2017-05-25,9315000153,3212000122,,,,,,,,,,,,
2017-05-25,1494199982,3179200134,,,,,,,,,,,,
2017-05-26,3145999908,3146400146,,,,,,,,,,,,
2017-05-26,0,3113599854,,,,,,,,,,,,
2017-05-26,1517599945,3097200012,,,,,,,,,,,,
2017-05-28,1463099976,3048099976,,,,,,,,,,,,
2017-05-28,2087999916,29825,,,,,,,,,,,,
2017-06-01,9587000275,294980011,,,,,,,,,,,,
2017-06-01,1355599976,2884200134,,,,,,,,,,,,
2017-06-01,7413999939,2851400146,,,,,,,,,,,,
2017-06-02,78,2785899963,,,,,,,,,,,,
2017-06-02,-1836300049,2753099976,,,,,,,,,,,,
2017-06-03,9875,2720299988,,,,,,,,,,,,
2017-06-04,2687999916,2687600098,,,,,,,,,,,,
2017-06-04,9176999664,2622000122,,,,,,,,,,,,
2017-06-04,-1801799927,2458099976,,,,,,,,,,,,
2017-06-05,-2513800049,32775,,,,,,,,,,,,
2017-06-05,-2378399963,3244700012,,,,,,,,,,,,
2017-06-05,2827000046,3212000122,,,,,,,,,,,,
2017-06-06,8743000031,3179200134,,,,,,,,,,,,
2017-06-06,8275,3146400146,,,,,,,,,,,,
2017-06-07,1167600021,3113599854,,,,,,,,,,,,
2017-06-07,1486699982,3097200012,,,,,,,,,,,,
2017-06-08,-7254000092,3048099976,,,,,,,,,,,,
2017-06-08,1461399994,29825,,,,,,,,,,,,
2017-06-08,1297899933,294980011,,,,,,,,,,,,
2017-06-09,1124800034,2884200134,,,,,,,,,,,,
2017-06-09,7698999786,2851400146,,,,,,,,,,,,
2017-06-09,7522000122,2785899963,,,,,,,,,,,,
2017-06-09,1238899994,2753099976,,,,,,,,,,,,
2017-06-09,1333000031,2720299988,,,,,,,,,,,,
2017-06-09,9083999634,2687600098,,,,,,,,,,,,
2017-06-10,-4379000092,2622000122,,,,,,,,,,,,
2017-06-10,9218000031,2458099976,,,,,,,,,,,,
2017-06-10,4097000122,32775,,,,,,,,,,,,
2017-06-11,4543000031,3244700012,,,,,,,,,,,,
2017-06-11,1445399933,3212000122,,,,,,,,,,,,
2017-06-11,3179000092,3179200134,,,,,,,,,,,,
2017-06-12,5759999847,120,,,,,,,,,,,,
2017-06-12,1271000004,1125,,,,,,,,,,,,
2017-06-12,9562000275,2549700012,,,,,,,,,,,,
2017-06-12,3533000183,1139700012,,,,,,,,,,,,
2017-06-12,-1912000084,2549700012,,,,,,,,,,,,
2017-06-12,2851000023,1781699982,,,,,,,,,,,,
2017-06-12,1296000004,1727700043,,,,,,,,,,,,
2017-06-13,3622999954,1700700073,,,,,,,,,,,,
2017-06-13,621999979,1637700043,,,,,,,,,,,,
2017-06-13,-1020299988,1529700012,,,,,,,,,,,,
2017-06-13,645,150,,,,,,,,,,,,
2017-06-14,4415000153,9598000336,,,,,,,,,,,,
2017-06-14,-4110000134,6530999756,,,,,,,,,,,,
2017-06-14,-5756000137,3597999954,,,,,,,,,,,,
2017-06-15,2818000031,1565700073,,,,,,,,,,,,
2017-06-15,3441999817,1147200012,,,,,,,,,,,,
2017-06-16,-2154799957,2939700012,,,,,,,,,,,,
2017-06-16,7252999878,2789700012,,,,,,,,,,,,
2017-06-16,5354000092,1529700012,,,,,,,,,,,,
2017-06-17,6693000031,1455,,,,,,,,,,,,
